text,label
i lost my card n need a new one,5
my card has been lost stolen,5
i misplaced my card and i dont know where the last place is where i used the card last can you look at my account and tell me the last place i used the card,5
please help me my card is missing,5
i lost my card what do i do now,5
i need to order a new card as my other one was stolen,5
i think someone stole my card because i cant find it,5
what are the steps i need to do if i have a stolen card,5
i cant find my card,5
i think my card is lost what do i do,5
what should i do if my card is stolen,5
how do i deactivate a stolen card,5
i want to block my card or deactivate it or something its been stolen and i dont want it misused i want this handled right away,5
someone took my card without my permission,5
need help with a stolen card,5
help lost my card,5
what do i do if my card was stolen,5
i think my wallet fell out on the tube today i realized as soon as i got to my desk how do i cut off the card,5
my card is missing,5
how do i report my card as lost or stolen,5
is there any way for you to find my card,5
ive lost my card what can i do about that,5
i left my card at a restaurant and now its missing,5
can you help me retrieve my card,5
i lost my card can you help me,5
what should i do my card has been stolen,5
my card was stolen last night,5
could you assist me in finding my lost card,5
i want to open an account for my children,1
how old do you need to be to use the banks services,1
whats the minimum age to have an account,1
can my children open an account,1
how old do i need to be,1
what are age requirements for opening an account,1
is there any age limit,1
we want to start a college fund for my daughter,1
hold old do my kids have to be to use the service,1
can i start an account for my kids,1
how old does my daughter have to be to open an account,1
what is minimum age for an account,1
what is needed for my daughter to open an account,1
what about my children,1
what is the process for setting up and account for my child,1
is there an age limit to open an account,1
how old do my kids have to be use this,1
can i make an account for my kids,1
id like to open an account for my kids can i do that,1
would it be possible to open up an account for children,1
do you have any age limit,1
if i want my son to have his own account is that possible,1
could i open an account for children,1
what does my daughter need to open an account,1
can my children get an account,1
what is the age limit for an account,1
what age do you have to be,1
what is the appropriate age for my child to be able to open an account,1
how do i open an account for my children,1
what are the requirements to open an account for a minor,1
are there age requirements,1
is there an age limit for opening an account,1
can my 8 year old grandson open an account at the bank,1
what is the minimum age required to open an account with your service,1
if i want to get an account for my daughter can i do that,1
how old do you have to be to open an account,1
i have young kids can they use this service,1
do you have an age limit,1
how old do you have to be,1
could my daughter open an account,1
can i open an account for my children,1
what would the age limit be,1
what are the age requirements for service,1
i am 16 and just started working at mcdonalds can i deposit my checks at your bank,1
is there a possibility to open an account for my sons and daughters,1
is there an age limit to get an account,1
what is the age limit for opening a new account,1
is my daughter eligible to open an account,1
how do i set up an account for my children,1
may i get an account for my daughter,1
what is the minimum age limit,1
how old must i be to open an account,1
what is the age limit,1
can my children have an account,1
is there any way i could open an account for my daughter,1
can i get an account for my daughter,1
how old do you need to be to open an account,1
do you offer account services for children and teens,1
from which age can my kids use your service,1
what is the youngest age for an account,1
i have kids and im curious at what age could they start to use your service,1
at what age can i open an account,1
id like to open an account for my children how can i do that,1
can i open up an account for my child,1
is there a limit for age,1
how can i open an account for my children,1
do you have a children account available,1
at what age can my children use your service,1
i want to open an account for my child,1
at what age can a person open an account,1
how old do kids have to be to open an account,1
what is your age limit,1
how old do my kids need to be to use your service,1
i would like to get an account for my child,1
would i be able to open an account for my daughter,1
can my teenager have an account,1
what age do you have to be to open an account,1
how old do my kids need to be to open an account,1
as my kids get older are they able to get set up with their own accounts,1
is there an age limit to when my child can use these services,1
how many years old do i have to be,1
do you have a limit for someones age,1
do you have any accounts for children,1
can my daughter make an account,1
i need to set up an account for my daughter how would i do that,1
how old can one use your service,1
do you have to be 18 to make an account,1
would i be able to get an account for my child,1
can i get an account for my son,1
do i have to be 18 to open an account,1
am i allowed to get an account for my daughter,1
my daughter needs to open account,1
can i open an account for my offspring,1
do you offer accounts for minors,1
what are the age limits for your service,1
how old do you need to be to have an account,1
how old does my daughter need to be to have her own account,1
my son has just turned 13 is he old enough for an account,1
do you guys have any age restrictions,1
is there a minimum age for having an account,1
how old does one need to be,1
my daughter needs an acount,1
what is the age requirement,1
is there a certain age i need to be,1
is my child too young to sign up,1
am i able to open an account for my children,1
can i make an account for my daughter,1
whats the youngest i can be to open an account,1
do you have an age requirement when opening an account with your service,1
is it possible for me to set up separate accounts for my kids,1
help me i dont know what my password is,6
i thought i knew my password but i guess i was wrong what can i do now,6
i am unable to access my app due to forgetting my passcode,6
i cant recall my password,6
what should i do if i dont know my password,6
need a new passcode,6
i cant log in with this passocde,6
i forgot my passcode now what,6
what are the steps to reset my passcode,6
where do i go to reset the passcode,6
i am unaware of what my password is,6
i cant remember my passcode,6
i forgot my code,6
help me the passcode doesnt work,6
the passcode isnt working for me,6
is there a way to recover my password,6
can you lookup my password,6
what is my password,6
i forgot my password to get into the app,6
why doesnt my passcode work,6
i happened to forget my password,6
i forgot the passcode on my app,6
i seem to of forgotten my passcode,6
i do not understand why my passcode is not working,6
my passcode wont work,6
how do i reset my passcode,6
not sure what my password is,6
how to recover my passcode,6
i dont remember my login code,6
i need a new login code,6
help i forgot my password,6
i happened to forget my passcode,6
what is going on i have entered my passcode and its not working,6
passcode retrieval,6
my passcode is not being accepted,6
i would like to better understand why my passcode is not working,6
i cant find my code,6
my password doesnt work,6
my passcode was denied,6
i dont know the code for the app,6
i cant remember my password,6
please help me i dont know my code to get into the app,6
i used to know my password but not anymore,6
ive forgotten my passcode can i reset,6
i am entering my passcode but getting an error,6
i dont remember my password,6
where can i get a new passcode,6
what are the steps for changing my passcode,6
i lost the code and can not get into the app help,6
i think my passcode was changed,6
how can i reset the passcode if i need to do that,6
i cant log into my account because i lost my password,6
what do i do if i cant access my passcode,6
the app passcode has completely slipped my mind,6
can you help me reset my passcode i forgot it,6
how do i change my passcode,6
i cannot remember my passcode,6
i dont have a password,6
where do i go to reset my passcode,6
what do i do if i forgot my passcode,6
ive completely forgot the code to get into the app,6
how can i go about resetting my passcode,6
how can i change my password,6
is there a way to reset the passcode,6
i cant log in,6
help ive forgot my app passcode,6
i need to reset my passcode this one isnt working,6
i dont remember my passcode,6
what do i do if i have forgotten my passcode,6
can you tell me my code to get into the app,6
i cannot remember my passcode is there a way to retrieve it,6
what should i do if my passcode wont work,6
i have forgotten my passcode,6
can my password be reset if i do not have it,6
i cant access my account,6
lost password,6
im locked out of my account as i cant remember my code what do i do now,6
disaster ive totally forgotten my passcode can you help me,6
i want to reset my passcode how can i do that,6
i tried entering my passcode and it isnt working can you help,6
i cant get into the app with the passcode,6
for some reason i forgot the passcode i have,6
ive forgotten my app passcode completely,6
how do i reset my password,6
i lost my passcode,6
i dont know my password anymore,6
instruct me how to reset the passcode,6
i cant remember what my password is,6
i need to reset my passcode where do i go to do that,6
how can i reset my passcode,6
how do i get the passcode reset,6
can someone please help assist me by explaining to me why my passcode is not working,6
i dont have my passcode to access the app,6
can i reset the passcode,6
are there directions to get a new passcode if i forgot mine,6
i need to reset the passcode,6
i cant enter my passcode,6
i think i forgot my passcode,6
i dont know my password,6
i forgot the code i need to get into the app,6
i dont know what my passcode is can you help,6
how can i reset my passcode,6
what can i do if my passcode wont work,6
i cant remember my app code can you reset it,6
can someone help with my passcode,6
how long does it take to get a refund on something i bought,7
please tell me how to get a refund for something i bought,7
can i cancel this purchase,7
i want to return an item for a refund can i do that,7
can i request a refund,7
i am not sure how this will work but i have not received a product i ordered i want a refund but should i just cancel the payment,7
where do i go for a refund,7
im interested in learning more about product refunds,7
do you offer refunds i would like to return purchase,7
whats the procedure for canceling a purchase,7
i need to cancel a purchase that i made the other day,7
hello how do i go about getting a refund of an item i bought i want to cancel the payment since i have not received the item yet,7
i need a refund and cancel a transaction on an item i purchased and i need it as soon as possible please,7
i bought the wrong size and would like a refund,7
i want to know about your refund policy,7
can i cancel an order if i havent received the item yet and how can i get my money back please help thanks,7
hey i want to get a refund on something i bought but not sure how to go about it can you please just cancel the payment i have not received the item yet,7
i am quite aggravated that i ordered online almost a month ago and i never got my package and i paid for it i would really appreciate it if i could get a full refund back now,7
my statement has a charge that shouldnt have been made,7
my product hasnt arrived even though i ordered it a while ago i want a refund,7
is there a way you can have money from a purchase i made refunded to my account,7
ive changed my mind on an item how do i get a refund,7
i decided i no long want something that i ordered and want a refund how do i go about doing that,7
how do i get a refund for something i bought,7
i made a purchase recently but i have decided that im not buying it and i need to receive my money back can you please give me a refund asap its extremely urgent,7
please help me get a refund,7
what is the refund policy,7
i just bought an item and changed my mind i have not received it yet how can i get refunded thank you,7
are refunds allowed for certain items,7
i need to cancel a purchase,7
i have an incorrect charge and would like a refund,7
i want a refund on the things i bought,7
i would like my money back for an item i purchased,7
please could you give me a refund,7
if i bought something i didnt like can i get a refund,7
i bought something that i need a refund for,7
i want to cancel a purchase,7
am i able to get a refund for something i bought,7
my order hasnt shown up yet what can i do,7
my package is taking too long to arrive and i dont want it anymore can i get a refund,7
i would like to cancel my order,7
i want this fee reversed from my account,7
i want a refund,7
id like to discuss an order i placed quite a long time ago i have yet to receive it and am growing upset i want a refund as i now refuse to pay for the product,7
i ordered something online a while ago and i havent gotten it i would like a refund,7
i received the wrong color and size can i return it,7
is it possible to get a refund,7
whats your refund policy if i bought an item from you,7
i want to cancel my purchase,7
can i get an item refunded,7
please help i need a refund on a transaction on something i bought and i need the refund right away,7
i purchased this item and would like a refund,7
hello i changed my mind and really need a refund on one of things i bought recently can you please cancel the transaction and get me my money back pls its urgent,7
how can i get a refund for an item i purchased but has not yet arrived,7
can you please assist on my item that needs to be refunded,7
i didnt enjoy my tutor session and want a refund back how do i go about doing this,7
i would like to cancel my previous purchase,7
can you please refund my item,7
i made a purchase and would like to get a refund for what i bought can you have the money put back in my account,7
hey i ordered a thing but changed my mind and want a refund on it since i havent received the thing would you just go ahead and cancel the payment for me,7
can i have my money refunded for an item,7
what do i need to do for a refund,7
i am interested in cancelling a purchase,7
its been over a month and i still havent received my goods i ordered a pencil for crying out loud its not that hard to deliver that im done with these people give me a refund immediately ill search for my japanese exclusive pencil elsewhere,7
how do i get my money back for something i bought,7
hi need your help for getting the refund or cancel the payment of an item i have ordered but still have not received it,7
i need your help to get a refund for an item i just bought can you cancel the payment since what i bought hasnt arrived yet,7
how do i reverse a transaction on my account,7
am i able to get a refund for a purchase,7
i need a refund for something i bought,7
i want a refund for my item,7
can i receive a refund for an item i purchased,7
give me a refund,7
i want a refund on this,7
is it possible to have an item refunded,7
i made an online purchase and the order has not shown up give me my money back,7
what is the refund procedure,7
hello i changed my mind and really need a refund on something i bought recently can you please cancel the transaction and get me my money back please its urgent,7
how do i begin the process of a refund,7
i bought something and want the money refunded can i get some help with that,7
what is your refund policy for products i have purchased,7
i would like to receive a refund for something i bought,7
my product was faulty,7
i need a refund this is not what i wanted,7
i bought something online a week ago and i never got it in the mailcan i just get my money back now i dont want to keep waiting on something that isnt going to show up,7
can i get a refund on an item,7
i think i deserve a refunded on a certain item,7
i bought a product a week ago but may need to return it,7
i would like to cancel my purchase,7
hello i recently ordered an item and i need help with cancelling and processing a refund as soon as possible its very important that i get my refund quickly,7
i would like to cancel a purchase,7
i ordered online weeks ago and i never received my package in the mail and i dont want to wait any more so if i could get my money back now that would be great,7
can i have the item refunded,7
i did not get the item i ordered how should i go about this should i just cancel my order or my payment please help me,7
it has been forever ago that i made an order online the product simply is not coming just give me back my money because im not paying these people,7
i want a refund but i havent received the item yet can i cancel it and get my funds back how do i do that,7
im going to cancel a purchase,7
am i able to return an item for a refund,7
how do i go about getting a refund,7
how can i get a refund for something i just bought,7
do you give refunds,7
tell me how to get a refund for something i bought,7
i dont want to buy this car anymore can i cancel the transaction and get a quick refund back,7
id like to get a refund for something i bought is that possible,7
i changed my mind on something i purchased through you and i need the transaction canceled and a refund as soon as possible can you help me please,7
is it possible to get a refund for something i purchased,7
i want to get a refund,7
how do i request a refund,7
how do i get my refund back,7
would i be able to refund an item,7
i want my purchases cancelled,7
how can i get a refund for a purchase,7
i need to refund my item can you please help,7
how do i get a refund for an item i bought,7
how can i get my money back on an order i havent gotten the item yet so i want to cancel the order how,7
do you have a return policy,7
i am unhappy with an item i bought how do i get a refund,7
i would like to report an issue with my product and want to get it refunded,7
ive been waiting for something that ive ordered for months now and it still hasnt arrived i genuinely dont know what this company is doing but put plainly ive had enough please issue a refund immediately i would not like to waste anymore of my time on these people,7
how can i go about getting a refund,7
the product is not working can i get a refund,7
my order needs to be canceled,7
give me back my money im not paying the sellers it has been a long time ago that i made an order and it just isnt coming,7
i ordered something and now i have buyers remorse since what i ordered hasnt come yet can you just cancel the payment since i already know i want a refund for it,7
can i return an item,7
i need my purchase cancelled,7
how do i cancel a purchase,7
i would like it if i could get an item refunded,7
i bought an item and now i want a refund,7
i need to cancel a payment something i purchased a while ago still has not arrived and im not going to pay them if they wont send me what i purchased,7
i would like to return my purchases,7
what is the refund process,7
can you please help me in canceling my order,7
can you refund my purchase,7
i just bought an item and would like to stop payment is this possible the item has not been received yet,7
hello i have recently made a purchase and have decided to cancel my purchase is there any way that you can cancel that transaction for me so i can get the money back its very important,7
i have not received an item i ordered yet so i want to cancel it and get a refund can you please guide me on how to go about it,7
i bought something and now i want a refund,7
canceling my order is what i need to do right now,7
are purchases returnable for full refund,7
i want to talk about an order that i placed a long time ago and have yet to receive i demand a refund due to lack of delivery of the product i refuse to pay for something i never got,7
i need this item refunded,7
its been some time ago that i placed an order and it just isnt coming at this point just give me back my money because im not paying them,7
hellocan you please help me get a refund from this merchant i ordered a product and would like to return it i have been unsuccessful in getting the merchant to return my request for the past several days i understand it can take up to 45 days to process the dispute and issue a refund however if this can be expedited faster it would be very helpful to me,7
i need to have an item refunded,7
i want a refund for an item,7
how do i return something for a full refund,7
i did not receive my purchase how do i cancel it,7
how does on apply fora refund on an item he ordered i ordere an item and have not received it yet so i want to cancel it and get a refund,7
is it possible to get a refund for the item,7
can you help me process a refund,7
is it possible to refund an item,7
i just bought an item and would like to stop payment can you tell me if the item has been sent yet,7
i havent received my order and want a refund,7
hello i changed my mind and want a refund on one of things i bought recently can you please cancel the transaction and get me my money back please its urgent,7
i would like my refund for this item i bought,7
can i get my money back on an item,7
i would like to retract my purchase,7
i would like to get an item refunded,7
hello id like to inform you of an issue im currently experiencing the goods i have ordered from your website have still not arrived yet it has been over 3 weeks i would like to be issued a refund swiftly and be redirected to more competent people thank you for your assistance,7
what is the return policy,7
im cancelling this charge i still have not received what i bought from these people a while ago,7
can i get a refund,7
can i have a refund for one of your products,7
can i exchange an item for a refund,7
i want to have an item refunded can i do that,7
can you explain your refund policy please,7
how do i receive a refund for my item,7
i no longer want this can i cancel my purchase,7
how do i deactivate my account,8
remove my account immediately,8
are you able to delete my account,8
how do i discontinue my account,8
please delete account,8
i need you to delete my account now,8
i would like to delete my account now please,8
i would like to invalidate my account i am very disappointed with your services,8
i need to delete my account,8
can you delete the account,8
for god sake just delete my account i am sick of this,8
i need to delete my account please,8
unhappy with service need to delete account,8
this company is bad delete my account now,8
how do i shut down my account and get out of this company,8
how do i close my account,8
i want to shut down my account as soon as possible,8
cancel my account,8
help me close my account,8
i want to close my account due to poor customer service,8
i would like to close my account as im not happy,8
whats the process for terminating an account,8
what steps do i need to do to delete my account,8
how do i delete my account now,8
i want to cancel my account,8
i want to get rid of the account and delete personal information,8
if im not using my account should i close it or just let it sit,8
im not satisfied with the services and no longer want to be a customer,8
i am not satisfied with your company and wish to delete all accounts immediately,8
i want to delete my account,8
i am not happy with your company please delete my account asap,8
how can i close my account i dont want it,8
i am upset with your service please delete my account,8
i would like to cancel my account,8
i dont like the services please close my account,8
id like to delete my account,8
i want to stop my account,8
please delete my account immediately,8
how do i delete my account i am dissatisfied with the service,8
this place has been too much work so id just like to close out my account be done,8
do i have to talk to someone to close an account or can i in the app,8
i want to close my account now,8
your company is awful i would like to delete my account please,8
i hate this company can you delete my account,8
i am asking to end my account,8
i want to delete my account how do i do this,8
i am not happy with your service and request that my account be terminated,8
i want to terminate my account,8
how can i delete my account,8
i want to end my account,8
delete my account now please,8
help me terminate and close my account,8
your company is lame shut down all my account services right now,8
i am not satisfied with your company close my account,8
how do i terminate my account,8
how to i close my account,8
i need to terminate my account,8
im not happy with the services im getting with this company can you please delete my account,8
i want to close my account the service you provide is unsatisfactory to me,8
delete all of my account information and my account right now,8
i want to close my account i will never do business with you again,8
what are the steps to finishing up with this account,8
help me delete my account i am not satisfied with the service,8
can you close my account please,8
what do i do to close my account,8
i need to terminate my account immediately,8
how can i close my account,8
i dont want this account anymore how do i delete it,8
please delete this account,8
i want to inactivate my account,8
i no longer want to keep this account,8
i am trying to delete my account,8
where do i go to terminate my account,8
im not happy with service and would like to delete this account,8
please delete my account now,8
i would like to terminate my account,8
how do i cancel my account,8
how to delete account not happy,8
how do i close my account since im dissatisfied,8
make my account go away,8
please help me delete this account,8
i would like to delete my account im not happy with the service youre providing,8
terminate my account please,8
your service is bad close my account,8
im dissatisfied with the service and would like to terminate the account,8
i am looking to delete my account im not happy with the service provided by you,8
i wish to remove my account,8
close down my account i dont like your service,8
i am very dissatisfied with the services that you are providing i want to cancel my account,8
i need you to delete my account right now,8
i want to deactivate my account,8
this is terrible i want to delete my account,8
id like my account to be deleted im not satisfied with the service you provide,8
is it possible to delete the account,8
i need to close my account your company is terrible,8
tell me how to delete my account,8
please delete my account and personal information,8
im not happy i want to close my account,8
delete my account please now,8
the service here is horrible i want to delete my account,8
how do i delete an account,8
can you please disable my current account,8
the company is no good please terminate my account,8
i am dissatisfied i would like to close my account,8
im not satisfied with the services that you are providing i would like to end my services and delete my account,8
i need to close my account as soon as possible,8
i am not satisfied with your service close my account,8
i no longer want this account what should i do,8
how long am i to wait before the transfer gets to my account,9
will the transfer show up in my account soon,9
what time will a transfer from the us take,9
when will the money reach my account,9
how long does it take to get my money,9
when does my transfer from the us arrive in my account,9
i desperately need to transfer something from china please give me the wait time,9
i am yet to receive the money in my account how long will this take,9
does a us transfer take long,9
how long will this transfer from europe take,9
will i see the transfer in my account within the week,9
how long should i have to wait before i see the transfer in my account,9
when will my transfer post to my account,9
how long does a european transfer take,9
